FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9801867,9801867,POINT (16.386393969965233 48.238668236910065),Allerheiligengasse,Allerheiligengasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Allerheiligengasse&start=1,
OEFFHALTESTOGD.9801868,9801868,POINT (16.38637597069614 48.23888363653034),Allerheiligengasse,Allerheiligengasse,"11B, 5A, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Allerheiligengasse&start=1,
OEFFHALTESTOGD.9801869,9801869,POINT (16.430321420645285 48.28642628197773),Allissen,Allissen,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Allissen&start=1,
OEFFHALTESTOGD.9801870,9801870,POINT (16.43099511758216 48.286270782806604),Allissen,Allissen,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Allissen&start=1,
OEFFHALTESTOGD.9801871,9801871,POINT (16.241231295993042 48.205858917709485),Alois-Behr-Straße,Alois-Behr-Straße,"450, 49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Alois-Behr-Straße&start=1,
OEFFHALTESTOGD.9801872,9801872,POINT (16.24119093477395 48.205858884414226),Alois-Behr-Straße,Alois-Behr-Straße,"450, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Alois-Behr-Straße&start=1,
OEFFHALTESTOGD.9801873,9801873,POINT (16.324060164977944 48.231697609612),Alsegger Straße,Alsegger Straße,40,,1,https://anachb.vor.at?P=SQ&input=Wien%20Alsegger%20Straße&start=1,
OEFFHALTESTOGD.9801874,9801874,POINT (16.324733861654657 48.23166770915196),Alsegger Straße,Alsegger Straße,40,,1,https://anachb.vor.at?P=SQ&input=Wien%20Alsegger%20Straße&start=1,
OEFFHALTESTOGD.9801875,9801875,POINT (16.342071257055412 48.21714886751995),Alser Straße,Alser Straße,43,,1,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801876,9801876,POINT (16.342152055264254 48.21652636997444),Alser Straße,Alser Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801877,9801877,POINT (16.342152055264254 48.21652636997444),Alser Straße,Alser Straße,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801878,9801878,POINT (16.341990357552795 48.21722666708349),Alser Straße,Alser Straße,43,,1,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801879,9801879,POINT (16.342089156841258 48.217214666856584),Alser Straße,Alser Straße,N43,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801880,9801880,POINT (16.342089156841258 48.217214666856584),Alser Straße,Alser Straße,N43,,10,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801881,9801881,POINT (16.341424460211613 48.2171248680379),Alser Straße,Alser Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801882,9801882,POINT (16.341424460211613 48.2171248680379),Alser Straße,Alser Straße,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801883,9801883,POINT (16.341981457078393 48.21716676768198),Alser Straße,Alser Straße,N43,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801884,9801884,POINT (16.341981457078393 48.21716676768198),Alser Straße,Alser Straße,N43,,10,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9801885,9801885,POINT (16.32459009064715 48.18033655373481),Aichholzgasse,Aichholzgasse,9A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aichholzgasse&start=1,
OEFFHALTESTOGD.9801886,9801886,POINT (16.32400619336407 48.180294654868305),Aichholzgasse,Aichholzgasse,9A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Aichholzgasse&start=1,
OEFFHALTESTOGD.9801887,9801887,POINT (16.40419852507638 48.26864628316369),Brünner Straße,Brünner Straße,"30, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.9801888,9801888,POINT (16.404023335360396 48.2685386596129),Brünner Straße,Brünner Straße,"501, 502, 151, 500, 505, 150",,3,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.9801889,9801889,POINT (16.404234424863386 48.268694082599765),Brünner Straße,Brünner Straße,N31,,11,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.9801890,9801890,POINT (16.404234424863386 48.268694082599765),Brünner Straße,Brünner Straße,N31,,10,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.9801891,9801891,POINT (16.403982925086357 48.26872998344674),Brünner Straße,Brünner Straße,36B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Brünner%20Straße&start=1,
OEFFHALTESTOGD.9799784,9799784,POINT (16.373925310332396 48.22357091730801),Obere Augartenstraße,Obere Augartenstraße,N31,,10,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799785,9799785,POINT (16.374877603122844 48.22240982181314),Obere Augartenstraße,Obere Augartenstraße,"1, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799786,9799786,POINT (16.375793798899153 48.22248762061142),Obere Augartenstraße,Obere Augartenstraße,"5B, 5A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799787,9799787,POINT (16.374913503755987 48.22232602225838),Obere Augartenstraße,Obere Augartenstraße,N31,,11,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799788,9799788,POINT (16.374913503755987 48.22232602225838),Obere Augartenstraße,Obere Augartenstraße,N31,,10,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799789,9799789,POINT (16.374778703788696 48.22244572166857),Obere Augartenstraße,Obere Augartenstraße,"1, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Augartenstraße&start=1,
OEFFHALTESTOGD.9799790,9799790,POINT (16.371203417149115 48.21950703789764),Obere Donaustraße,Obere Donaustraße,"1, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Donaustraße&start=1,
OEFFHALTESTOGD.9799791,9799791,POINT (16.371113618060598 48.21954893836719),Obere Donaustraße,Obere Donaustraße,"1, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Obere%20Donaustraße&start=1,
OEFFHALTESTOGD.9799792,9799792,POINT (16.336034645225634 48.259299469782086),Oberer Reisenbergweg,Oberer Reisenbergweg,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberer%20Reisenbergweg&start=1,
OEFFHALTESTOGD.9799793,9799793,POINT (16.3356304466235 48.259431069501055),Oberer Reisenbergweg,Oberer Reisenbergweg,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberer%20Reisenbergweg&start=1,
OEFFHALTESTOGD.9799794,9799794,POINT (16.47614414874695 48.25163771970371),Tierquartier,Tierquartier,"N24, 24A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799795,9799795,POINT (16.47614414874695 48.25163771970371),Tierquartier,Tierquartier,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799796,9799796,POINT (16.47614414874695 48.25163771970371),Tierquartier,Tierquartier,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799797,9799797,POINT (16.47614414874695 48.25163771970371),Tierquartier,Tierquartier,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799798,9799798,POINT (16.47614414874695 48.25163771970371),Tierquartier,Tierquartier,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799799,9799799,POINT (16.474392457166736 48.25166762112193),Tierquartier,Tierquartier,"N24, 24A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799800,9799800,POINT (16.474392457166736 48.25166762112193),Tierquartier,Tierquartier,N24,,10,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799801,9799801,POINT (16.474392457166736 48.25166762112193),Tierquartier,Tierquartier,N24,,11,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799802,9799802,POINT (16.474392457166736 48.25166762112193),Tierquartier,Tierquartier,N24,,13,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799803,9799803,POINT (16.474392457166736 48.25166762112193),Tierquartier,Tierquartier,N24,,12,https://anachb.vor.at?P=SQ&input=Wien%20Tierquartier&start=1,
OEFFHALTESTOGD.9799804,9799804,POINT (16.478120423475932 48.23994257440475),Ziegelhofstraße/Oberfeldgasse,Ziegelhofstraße/Oberfeldgasse,26,,1,https://anachb.vor.at?P=SQ&input=Wien%20Ziegelhofstraße/Oberfeldgasse&start=1,
OEFFHALTESTOGD.9799805,9799805,POINT (16.478372022127648 48.24006817337248),Ziegelhofstraße/Oberfeldgasse,Ziegelhofstraße/Oberfeldgasse,26,,1,https://anachb.vor.at?P=SQ&input=Wien%20Ziegelhofstraße/Oberfeldgasse&start=1,
OEFFHALTESTOGD.9799806,9799806,POINT (16.473790646362822 48.24106727223263),Oberfeldgasse/Spargelfeldstr.,Oberfeldgasse/Spargelfeldstr.,26,,1,https://anachb.vor.at?P=SQ&input=Wien%20Oberfeldgasse/Spargelfeldstr.&start=1,
OEFFHALTESTOGD.9799807,9799807,POINT (16.333645131491426 48.24081616013267),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799808,9799808,POINT (16.333645131491426 48.24081616013267),Rodlergasse,Rodlergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799809,9799809,POINT (16.333645131491426 48.24081616013267),Rodlergasse,Rodlergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799810,9799810,POINT (16.333645131491426 48.24081616013267),Rodlergasse,Rodlergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799811,9799811,POINT (16.333645131491426 48.24081616013267),Rodlergasse,Rodlergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799812,9799812,POINT (16.334552425855577 48.240684459508834),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799813,9799813,POINT (16.334552425855577 48.240684459508834),Rodlergasse,Rodlergasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799814,9799814,POINT (16.334552425855577 48.240684459508834),Rodlergasse,Rodlergasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799815,9799815,POINT (16.334552425855577 48.240684459508834),Rodlergasse,Rodlergasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799816,9799816,POINT (16.334552425855577 48.240684459508834),Rodlergasse,Rodlergasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodlergasse&start=1,
OEFFHALTESTOGD.9799817,9799817,POINT (16.272775454359433 48.18767365132423),Rohrbacherstraße,Rohrbacherstraße,"54B, 53A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799818,9799818,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,"N54, 54A, 53A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799819,9799819,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,10,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799820,9799820,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,11,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799821,9799821,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799822,9799822,POINT (16.273700749305252 48.18769155067686),Rohrbacherstraße,Rohrbacherstraße,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Rohrbacherstraße&start=1,
OEFFHALTESTOGD.9799823,9799823,POINT (16.294725860122405 48.26390438853841),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Sieveringer%20Str./Rohrerwiese&start=1,
OEFFHALTESTOGD.9799824,9799824,POINT (16.295004259350396 48.26395228831529),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at?P=SQ&input=Wien%20Sieveringer%20Str./Rohrerwiese&start=1,
OEFFHALTESTOGD.9799825,9799825,POINT (16.429620565350053 48.171464831427485),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrhofergasse&start=1,
OEFFHALTESTOGD.9799826,9799826,POINT (16.429180367774205 48.171464830962506),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rohrhofergasse&start=1,
OEFFHALTESTOGD.9799827,9799827,POINT (16.324616992655244 48.18152254808754),Rosasgasse,Rosasgasse,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rosasgasse&start=1,
OEFFHALTESTOGD.9799828,9799828,POINT (16.324491293073812 48.18186394687677),Rosasgasse,Rosasgasse,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Rosasgasse&start=1,
OEFFHALTESTOGD.9799829,9799829,POINT (16.533627039215396 48.23053658508068),Krautackergasse,Krautackergasse,99B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Krautackergasse&start=1,
OEFFHALTESTOGD.9800459,9800459,POINT (16.272420485266736 48.13373253131356),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.9800460,9800460,POINT (16.27181858897366 48.13371453186457),Aquäduktgasse,Aquäduktgasse,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Aquäduktgasse&start=1,
OEFFHALTESTOGD.9800461,9800461,POINT (16.345610493120763 48.184068122793555),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800462,9800462,POINT (16.345601593141286 48.1836189250194),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800463,9800463,POINT (16.345601593141286 48.1836189250194),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800464,9800464,POINT (16.345817191780707 48.18393032397141),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800465,9800465,POINT (16.346401089705072 48.183882423590404),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800466,9800466,POINT (16.346401089705072 48.183882423590404),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800467,9800467,POINT (16.345610493386815 48.18440952141057),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,"6, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800468,9800468,POINT (16.34570939352509 48.18445142152411),Arbeitergasse/Gürtel,Arbeitergasse/Gürtel,"6, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arbeitergasse/Gürtel&start=1,
OEFFHALTESTOGD.9800469,9800469,POINT (16.414142740948144 48.243280897821464),ArbeiterInnenstrand,ArbeiterInnenstrand,"20A, 20B",,2,https://anachb.vor.at?P=SQ&input=Wien%20ArbeiterInnenstrand&start=1,
OEFFHALTESTOGD.9800470,9800470,POINT (16.414070941242095 48.243203098494895),ArbeiterInnenstrand,ArbeiterInnenstrand,"20A, 20B",,2,https://anachb.vor.at?P=SQ&input=Wien%20ArbeiterInnenstrand&start=1,
OEFFHALTESTOGD.9800471,9800471,POINT (16.376907747056993 48.18858388250906),Argentinierstraße,Argentinierstraße,13A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Argentinierstraße&start=1,
OEFFHALTESTOGD.9800472,9800472,POINT (16.35542914320375 48.2539465836983),Armbrustergasse,Armbrustergasse,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Armbrustergasse&start=1,
OEFFHALTESTOGD.9800473,9800473,POINT (16.35562684113198 48.25387478343107),Armbrustergasse,Armbrustergasse,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Armbrustergasse&start=1,
OEFFHALTESTOGD.9800474,9800474,POINT (16.43714851832704 48.23648431668914),Arminenstraße,Arminenstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.9800475,9800475,POINT (16.437148517954387 48.236394616473696),Arminenstraße,Arminenstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.9800476,9800476,POINT (16.43812761253283 48.23551502054757),Arminenstraße,Arminenstraße,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.9800477,9800477,POINT (16.43800191424743 48.2362211174376),Arminenstraße,Arminenstraße,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.9800478,9800478,POINT (16.337139434391105 48.1837985296867),Arndtstraße,Arndtstraße,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arndtstraße&start=1,
OEFFHALTESTOGD.9800479,9800479,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg","86A, N24, 24A",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.9800480,9800480,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.9800481,9800481,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.9800482,9800482,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,13,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.9800483,9800483,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,12,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.9800484,9800484,POINT (16.37916711175322 48.29337156534941),Dirnelwiese,Dirnelwiese,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Dirnelwiese&start=1,
OEFFHALTESTOGD.9800485,9800485,POINT (16.37950840752305 48.292355470191545),Dirnelwiese,Dirnelwiese,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Dirnelwiese&start=1,
OEFFHALTESTOGD.9800486,9800486,POINT (16.438172644901762 48.25925760743108),Zehdengasse,Zehdengasse,31A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Zehdengasse&start=1,
OEFFHALTESTOGD.9800487,9800487,POINT (16.438181546455095 48.2597779041876),Zehdengasse,Zehdengasse,"31A, 27A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Zehdengasse&start=1,
OEFFHALTESTOGD.9800488,9800488,POINT (16.43710365088438 48.259323407346784),Zehdengasse,Zehdengasse,27A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Zehdengasse&start=1,
OEFFHALTESTOGD.9800489,9800489,POINT (16.298251627894736 48.18615234246838),Dommayergasse,Dommayergasse,"52, 60, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800490,9800490,POINT (16.298880424928313 48.18651174088377),Dommayergasse,Dommayergasse,10,,1,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800491,9800491,POINT (16.298790626025575 48.186523740232495),Dommayergasse,Dommayergasse,"N54, N60",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800492,9800492,POINT (16.298790626025575 48.186523740232495),Dommayergasse,Dommayergasse,"N54, N60",,10,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800493,9800493,POINT (16.298790626025575 48.186523740232495),Dommayergasse,Dommayergasse,"N54, N60",,11,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800494,9800494,POINT (16.298790626025575 48.186523740232495),Dommayergasse,Dommayergasse,"N54, N60",,13,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800495,9800495,POINT (16.298790626025575 48.186523740232495),Dommayergasse,Dommayergasse,"N54, N60",,12,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800496,9800496,POINT (16.29816172825091 48.18652974088198),Dommayergasse,Dommayergasse,10,,1,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800497,9800497,POINT (16.298970223963085 48.1864398412802),Dommayergasse,Dommayergasse,"60, 49, 10",,1,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800498,9800498,POINT (16.298332427197042 48.1861943421275),Dommayergasse,Dommayergasse,N60,,11,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800499,9800499,POINT (16.298332427197042 48.1861943421275),Dommayergasse,Dommayergasse,N60,,10,https://anachb.vor.at?P=SQ&input=Wien%20Dommayergasse&start=1,
OEFFHALTESTOGD.9800500,9800500,POINT (16.409363743260386 48.22828667253559),Donauinsel,Donauinsel,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Donauinsel&start=1,
OEFFHALTESTOGD.9800501,9800501,POINT (16.409363743260386 48.22828667253559),Donauinsel,Donauinsel,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Donauinsel&start=1,
OEFFHALTESTOGD.9800502,9800502,POINT (16.410001539866368 48.22829857210997),Donauinsel,Donauinsel,N25,,11,https://anachb.vor.at?P=SQ&input=Wien%20Donauinsel&start=1,
OEFFHALTESTOGD.9800503,9800503,POINT (16.410001539866368 48.22829857210997),Donauinsel,Donauinsel,N25,,10,https://anachb.vor.at?P=SQ&input=Wien%20Donauinsel&start=1,
